Depth_m,Distance_to_Shore,Turbidity,Windspeed,Cyclone_Frequency,Temperature_Maximum,SSTA_DHW,Percent_Bleaching
10.0,34.43,0.0854,6.0,58.54,303.23,9.99,0.0
10.0,34.43,0.0854,6.0,58.54,303.23,9.99,0.0
10.0,70.13,0.0854,6.0,58.54,303.23,9.99,0.0
10.0,70.13,0.0854,6.0,58.54,303.23,9.99,0.0
5.0,70.13,0.0854,7.0,58.54,303.23,9.67,0.0
5.0,70.13,0.0854,7.0,58.54,303.23,9.67,0.0
5.0,70.13,0.0854,6.0,58.54,303.23,9.99,0.0
5.0,70.13,0.0854,6.0,58.54,303.23,9.99,0.0
10.0,70.13,0.0854,7.0,58.54,303.23,9.67,0.0
10.0,70.13,0.0854,7.0,58.54,303.23,9.67,0.0
10.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
10.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
5.0,143.78,0.0893,10.0,58.41,303.73,0.0,0.0
5.0,143.78,0.0893,10.0,58.41,303.73,0.0,0.0
10.0,143.78,0.0893,10.0,58.41,303.73,0.0,0.0
10.0,143.78,0.0893,10.0,58.41,303.73,0.0,0.0
5.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
5.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
5.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
5.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
10.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
10.0,143.78,0.0893,7.0,58.41,303.73,1.28,0.0
10.0,33.71,0.1135,6.0,54.58,303.48,2.36,0.0
10.0,33.71,0.1135,6.0,54.58,303.48,2.36,0.0
5.0,33.71,0.1135,6.0,54.58,303.48,2.36,0.0
5.0,33.71,0.1135,6.0,54.58,303.48,2.36,0.0
10.0,33.71,0.1135,6.0,54.58,303.48,3.9,0.0
10.0,33.71,0.1135,6.0,54.58,303.48,3.9,0.0
5.0,33.71,0.1135,6.0,54.58,303.48,3.9,0.0
5.0,33.71,0.1135,6.0,54.58,303.48,3.9,0.0
9.5,1276.89,0.0663,6.0,41.79,304.73,0.0,0.0
9.5,1276.89,0.0663,6.0,41.79,304.73,0.0,0.0
4.5,1276.89,0.0663,6.0,41.79,304.73,0.0,0.0
4.5,1276.89,0.0663,6.0,41.79,304.73,0.0,0.0
3.5,219.97,0.0659,5.0,41.99,306.14,0.0,0.0
3.5,219.97,0.0659,5.0,41.99,306.14,0.0,0.0
3.0,219.97,0.0659,6.0,41.99,306.14,0.0,0.0
3.0,219.97,0.0659,6.0,41.99,306.14,0.0,0.0
1.5,7101.01,0.0987,5.0,42.26,305.48,1.96,0.0
1.5,7101.01,0.0987,5.0,42.26,305.48,1.96,0.0
3.5,7101.01,0.0987,5.0,42.26,305.48,1.55,0.0
3.5,7101.01,0.0987,5.0,42.26,305.48,1.55,0.0
3.5,7101.01,0.0987,6.0,42.26,305.48,1.49,0.0
3.5,7101.01,0.0987,6.0,42.26,305.48,1.49,0.0
3.0,7101.01,0.0987,5.0,42.26,305.48,0.0,0.0
3.0,7101.01,0.0987,5.0,42.26,305.48,0.0,0.0
2.5,7101.01,0.0987,4.0,42.26,305.48,0.0,0.0
2.5,7101.01,0.0987,4.0,42.26,305.48,0.0,0.0
3.0,7101.01,0.0987,5.0,42.26,305.48,0.0,0.0
3.0,7101.01,0.0987,5.0,42.26,305.48,0.0,0.0
2.0,7101.01,0.0987,5.0,42.26,305.48,1.96,0.0
2.0,7101.01,0.0987,5.0,42.26,305.48,1.96,0.0
3.0,7101.01,0.0987,5.0,42.26,305.48,0.0,0.0
3.0,7101.01,0.0987,5.0,42.26,305.48,0.0,0.0
3.5,7101.01,0.0987,6.0,42.26,305.48,1.49,0.0
3.5,7101.01,0.0987,6.0,42.26,305.48,1.49,0.0
3.5,7101.01,0.0987,5.0,42.26,305.48,1.55,0.0
3.5,7101.01,0.0987,5.0,42.26,305.48,1.55,0.0
2.0,8276.37,0.0643,5.0,42.29,306.16,2.26,0.0
2.0,8276.37,0.0643,5.0,42.29,306.16,2.26,0.0
4.0,8276.37,0.0643,5.0,42.29,306.16,2.52,0.0
4.0,8276.37,0.0643,5.0,42.29,306.16,2.52,0.0
3.5,8276.37,0.0643,6.0,42.29,306.16,3.27,0.0
3.5,8276.37,0.0643,6.0,42.29,306.16,3.27,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,4.0,42.29,306.16,1.05,0.0
3.0,8276.37,0.0643,4.0,42.29,306.16,1.05,0.0
3.5,8276.37,0.0643,6.0,42.29,306.16,3.27,0.0
3.5,8276.37,0.0643,6.0,42.29,306.16,3.27,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.0,8276.37,0.0643,5.0,42.29,306.16,0.0,0.0
3.5,8276.37,0.0643,5.0,42.29,306.16,2.52,0.0
3.5,8276.37,0.0643,5.0,42.29,306.16,2.52,0.0
2.0,8276.37,0.0643,5.0,42.29,306.16,2.26,0.0
2.0,8276.37,0.0643,5.0,42.29,306.16,2.26,0.0
4.7,9042.48,0.0557,2.0,49.43,306.44,0.0,0.0
4.7,9042.48,0.0557,2.0,49.43,306.44,0.0,0.0
6.6,9042.48,0.0557,2.0,49.43,306.44,0.0,0.0
6.6,9042.48,0.0557,2.0,49.43,306.44,0.0,0.0
4.5,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
4.5,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
9.5,182.74,0.0568,6.0,50.27,306.79,2.63,0.0
9.5,182.74,0.0568,6.0,50.27,306.79,2.63,0.0
8.5,182.74,0.0568,7.0,50.27,306.79,4.45,0.0
8.5,182.74,0.0568,7.0,50.27,306.79,4.45,0.0
5.0,182.74,0.0568,2.0,50.27,306.79,0.0,0.0
5.0,182.74,0.0568,2.0,50.27,306.79,0.0,0.0
9.0,182.74,0.0568,2.0,50.27,306.79,0.0,0.0
9.0,182.74,0.0568,2.0,50.27,306.79,0.0,0.0
4.5,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
4.5,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
4.5,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
4.5,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
4.5,182.74,0.0568,5.0,50.27,306.79,1.26,0.0
4.5,182.74,0.0568,5.0,50.27,306.79,1.26,0.0
7.0,182.74,0.0568,5.0,50.27,306.79,1.26,0.0
7.0,182.74,0.0568,5.0,50.27,306.79,1.26,0.0
5.8,182.74,0.0568,2.0,50.27,306.79,3.24,0.0
5.8,182.74,0.0568,2.0,50.27,306.79,3.24,0.0
10.0,182.74,0.0568,2.0,50.27,306.79,3.24,0.0
10.0,182.74,0.0568,2.0,50.27,306.79,3.24,0.0
5.7,182.74,0.0568,2.0,50.27,306.79,1.01,0.0
5.7,182.74,0.0568,2.0,50.27,306.79,1.01,0.0
10.0,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
10.0,182.74,0.0568,4.0,50.27,306.79,0.0,0.0
9.5,182.74,0.0568,2.0,50.27,306.79,11.29,0.0
9.5,182.74,0.0568,2.0,50.27,306.79,11.29,0.0
9.5,182.74,0.0568,5.0,50.27,306.79,0.0,0.0
9.5,182.74,0.0568,5.0,50.27,306.79,0.0,0.0
5.5,182.74,0.0568,5.0,50.27,306.79,0.0,0.0
5.5,182.74,0.0568,5.0,50.27,306.79,0.0,0.0
5.5,182.74,0.0568,2.0,50.27,306.79,11.29,0.0
5.5,182.74,0.0568,2.0,50.27,306.79,11.29,0.0
10.0,182.74,0.0568,6.0,50.27,306.79,2.18,0.0
10.0,182.74,0.0568,6.0,50.27,306.79,2.18,0.0
7.5,801.08,0.1084,2.0,48.33,307.7,0.0,0.0
7.5,801.08,0.1084,2.0,48.33,307.7,0.0,0.0
4.0,286.3,0.1167,2.0,48.33,307.94,0.0,0.0
4.0,286.3,0.1167,2.0,48.33,307.94,0.0,0.0
7.5,286.3,0.1167,2.0,48.33,307.94,0.0,0.0
7.5,286.3,0.1167,2.0,48.33,307.94,0.0,0.0
4.0,535.69,0.0731,2.0,48.41,306.92,0.0,0.0
4.0,535.69,0.0731,2.0,48.41,306.92,0.0,0.0
5.5,54.12,0.0703,4.0,48.01,305.49,0.0,0.0
5.5,54.12,0.0703,4.0,48.01,305.49,0.0,0.0
6.0,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
6.0,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
6.0,54.12,0.0703,4.0,48.01,305.49,1.19,0.0
6.0,54.12,0.0703,4.0,48.01,305.49,1.19,0.0
3.0,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
3.0,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
4.5,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
4.5,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
4.0,54.12,0.0703,2.0,48.01,305.49,0.0,0.0
4.0,54.12,0.0703,2.0,48.01,305.49,0.0,0.0
7.0,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
7.0,54.12,0.0703,6.0,48.01,305.49,0.0,0.0
4.0,694.54,0.0661,4.0,48.23,306.61,3.63,0.0
4.0,694.54,0.0661,4.0,48.23,306.61,3.63,0.0
10.0,694.54,0.0661,4.0,48.23,306.61,3.63,0.0
10.0,694.54,0.0661,4.0,48.23,306.61,3.63,0.0
4.0,21.34,0.0728,4.0,48.23,306.0,4.07,0.0
4.0,21.34,0.0728,4.0,48.23,306.0,4.07,0.0
4.0,21.34,0.0728,3.0,48.23,306.0,2.77,0.0
4.0,21.34,0.0728,3.0,48.23,306.0,2.77,0.0
5.0,65.4,0.0689,3.0,48.23,306.92,19.04,0.0
5.0,65.4,0.0689,3.0,48.23,306.92,19.04,0.0
10.0,65.4,0.0689,3.0,48.23,306.92,19.04,0.0
10.0,65.4,0.0689,3.0,48.23,306.92,19.04,0.0
5.0,65.4,0.0689,5.0,48.23,306.92,2.29,0.0
5.0,65.4,0.0689,5.0,48.23,306.92,2.29,0.0
9.0,65.4,0.0689,5.0,48.23,306.92,2.29,0.0
9.0,65.4,0.0689,5.0,48.23,306.92,2.29,0.0
5.0,7552.01,0.2568,4.0,48.23,307.7,0.0,0.0
5.0,7552.01,0.2568,4.0,48.23,307.7,0.0,0.0
4.0,66.83,0.0952,1.0,48.23,306.24,1.01,0.0
4.0,66.83,0.0952,1.0,48.23,306.24,1.01,0.0
7.5,66.83,0.0952,1.0,48.23,306.24,1.01,0.0
7.5,66.83,0.0952,1.0,48.23,306.24,1.01,0.0
4.0,2636.1,0.1107,5.0,48.23,307.7,11.46,0.0
4.0,2636.1,0.1107,5.0,48.23,307.7,11.46,0.0
10.0,2636.1,0.1107,5.0,48.23,307.7,11.46,0.0
10.0,2636.1,0.1107,5.0,48.23,307.7,11.46,0.0
10.0,4409.32,0.1831,5.0,48.23,307.7,11.46,0.0
10.0,4409.32,0.1831,5.0,48.23,307.7,11.46,0.0
4.0,4409.32,0.1831,3.0,48.23,307.7,8.86,0.0
4.0,4409.32,0.1831,3.0,48.23,307.7,8.86,0.0
3.5,3480.94,0.1831,2.0,48.23,307.7,0.0,0.0
3.5,3480.94,0.1831,2.0,48.23,307.7,0.0,0.0
4.5,101.35,0.0812,5.0,47.83,306.17,1.1,0.0
4.5,101.35,0.0812,5.0,47.83,306.17,1.1,0.0
6.0,101.35,0.0812,5.0,47.83,306.17,0.21,0.0
6.0,101.35,0.0812,5.0,47.83,306.17,0.21,0.0
2.0,101.35,0.0812,2.0,47.83,306.17,0.28,0.0
2.0,101.35,0.0812,2.0,47.83,306.17,0.28,0.0
3.0,101.35,0.0812,6.0,47.83,306.17,5.12,0.0
3.0,101.35,0.0812,6.0,47.83,306.17,5.12,0.0
3.7,138.12,0.1664,8.0,47.84,306.45,6.32,0.0
3.7,138.12,0.1664,8.0,47.84,306.45,6.32,0.0
3.5,138.12,0.1664,6.0,47.84,306.45,5.12,0.0
3.5,138.12,0.1664,6.0,47.84,306.45,5.12,0.0
3.0,138.12,0.1664,4.0,47.84,306.45,0.0,0.0
3.0,138.12,0.1664,4.0,47.84,306.45,0.0,0.0
4.0,138.12,0.1664,4.0,47.84,306.45,4.56,0.0
4.0,138.12,0.1664,4.0,47.84,306.45,4.56,0.0
7.0,45.02,0.1664,1.0,47.84,306.45,1.54,0.0
7.0,45.02,0.1664,1.0,47.84,306.45,1.54,0.0
3.5,103.13,0.1868,6.0,47.84,305.99,3.9,0.0
3.5,103.13,0.1868,6.0,47.84,305.99,3.9,0.0
4.0,103.13,0.1868,3.0,47.84,305.99,0.0,0.0
4.0,103.13,0.1868,3.0,47.84,305.99,0.0,0.0
4.2,103.13,0.1868,2.0,47.84,305.99,0.0,0.0
4.2,103.13,0.1868,2.0,47.84,305.99,0.0,0.0
3.5,103.13,0.1868,2.0,47.84,305.99,0.0,0.0
3.5,103.13,0.1868,2.0,47.84,305.99,0.0,0.0
3.0,62.07,0.1868,3.0,47.84,305.99,0.0,0.0
3.0,62.07,0.1868,3.0,47.84,305.99,0.0,0.0
7.5,146.61,0.0513,3.0,47.45,305.97,0.0,0.0
7.5,146.61,0.0513,3.0,47.45,305.97,0.0,0.0
7.5,48.34,0.0517,3.0,47.45,305.63,0.0,0.0
7.5,48.34,0.0517,3.0,47.45,305.63,0.0,0.0
4.0,1810.49,0.0517,3.0,47.45,305.63,0.0,0.0
4.0,1810.49,0.0517,3.0,47.45,305.63,0.0,0.0
4.5,146.12,0.0517,3.0,47.45,306.26,0.0,0.0
4.5,146.12,0.0517,3.0,47.45,306.26,0.0,0.0
6.0,165.96,0.0519,3.0,47.45,305.73,0.0,0.0
6.0,165.96,0.0519,3.0,47.45,305.73,0.0,0.0
4.0,216.99,0.051,3.0,47.45,306.26,0.0,0.0
4.0,216.99,0.051,3.0,47.45,306.26,0.0,0.0
3.0,47.29,0.2162,4.0,48.01,305.95,0.0,0.0
3.0,47.29,0.2162,4.0,48.01,305.95,0.0,0.0
3.6,47.29,0.2162,8.0,48.01,305.95,4.49,0.0
3.6,47.29,0.2162,8.0,48.01,305.95,4.49,0.0
2.0,47.29,0.2162,5.0,48.01,305.95,0.0,0.0
2.0,47.29,0.2162,5.0,48.01,305.95,0.0,0.0
4.0,47.29,0.2162,4.0,48.01,305.95,1.21,0.0
4.0,47.29,0.2162,4.0,48.01,305.95,1.21,0.0
2.0,81.62,0.1417,2.0,47.84,305.95,0.0,0.0
2.0,81.62,0.1417,2.0,47.84,305.95,0.0,0.0
1.0,81.62,0.1417,5.0,47.84,305.95,0.0,0.0
1.0,81.62,0.1417,5.0,47.84,305.95,0.0,0.0
3.5,73.16,0.139,3.0,48.01,305.86,1.21,0.0
3.5,73.16,0.139,3.0,48.01,305.86,1.21,0.0
3.0,51.87,0.1529,3.0,48.01,305.7,0.0,0.0
3.0,51.87,0.1529,3.0,48.01,305.7,0.0,0.0
3.5,65.14,0.2356,3.0,48.01,306.21,0.17,0.0
3.5,65.14,0.2356,3.0,48.01,306.21,0.17,0.0
8.0,17319.05,0.07,4.0,49.67,306.36,0.0,0.0
8.0,17319.05,0.07,4.0,49.67,306.36,0.0,0.0
7.5,91.03,0.0598,6.0,49.94,306.92,1.06,0.0
7.5,91.03,0.0598,6.0,49.94,306.92,1.06,0.0
4.0,91.03,0.0598,3.0,49.94,306.92,0.0,0.0
4.0,91.03,0.0598,3.0,49.94,306.92,0.0,0.0
7.0,91.03,0.0598,3.0,49.94,306.92,0.0,0.0
7.0,91.03,0.0598,3.0,49.94,306.92,0.0,0.0
7.5,91.03,0.0598,2.0,49.94,306.92,1.19,0.0
7.5,91.03,0.0598,2.0,49.94,306.92,1.19,0.0
5.0,91.03,0.0598,6.0,49.94,306.92,1.06,0.0
5.0,91.03,0.0598,6.0,49.94,306.92,1.06,0.0
5.0,91.03,0.0598,3.0,49.94,306.92,0.0,0.0
5.0,91.03,0.0598,3.0,49.94,306.92,0.0,0.0
5.0,74.39,0.0633,5.0,49.43,306.89,0.0,0.0
5.0,74.39,0.0633,5.0,49.43,306.89,0.0,0.0
5.0,74.39,0.0633,4.0,49.43,306.89,0.0,0.0
5.0,74.39,0.0633,4.0,49.43,306.89,0.0,0.0
6.0,1212.64,0.0633,3.0,49.43,306.22,0.0,0.0
6.0,1212.64,0.0633,3.0,49.43,306.22,0.0,0.0
10.0,1212.64,0.0633,3.0,49.43,306.22,0.0,0.0
10.0,1212.64,0.0633,3.0,49.43,306.22,0.0,0.0
7.0,321.14,0.0633,2.0,49.43,306.89,0.0,0.0
7.0,321.14,0.0633,2.0,49.43,306.89,0.0,0.0
4.5,321.14,0.0633,2.0,49.43,306.89,0.0,0.0
4.5,321.14,0.0633,2.0,49.43,306.89,0.0,0.0
4.0,178.34,0.0633,4.0,49.43,306.89,0.0,0.0
4.0,178.34,0.0633,4.0,49.43,306.89,0.0,0.0
6.5,178.34,0.0633,4.0,49.43,306.89,0.0,0.0
6.5,178.34,0.0633,4.0,49.43,306.89,0.0,0.0
9.0,73.88,0.0565,3.0,50.27,306.89,1.67,0.0
9.0,73.88,0.0565,3.0,50.27,306.89,1.67,0.0
9.0,73.88,0.0565,4.0,50.27,306.89,15.63,0.0
9.0,73.88,0.0565,4.0,50.27,306.89,15.63,0.0
4.5,73.88,0.0565,4.0,50.27,306.89,15.63,0.0
4.5,73.88,0.0565,4.0,50.27,306.89,15.63,0.0
5.0,73.88,0.0565,4.0,50.27,306.89,4.31,0.0
5.0,73.88,0.0565,4.0,50.27,306.89,4.31,0.0
8.0,73.88,0.0565,4.0,50.27,306.89,4.31,0.0
8.0,73.88,0.0565,4.0,50.27,306.89,4.31,0.0
4.0,89.77,0.0633,6.0,49.43,306.22,0.0,0.0
4.0,89.77,0.0633,6.0,49.43,306.22,0.0,0.0
4.7,89.77,0.0633,5.0,49.43,305.1339739603011,1.35,0.0
4.7,89.77,0.0633,5.0,49.43,305.1339739603011,1.35,0.0
8.1,89.77,0.0633,5.0,49.43,305.1339739603011,1.35,0.0
8.1,89.77,0.0633,5.0,49.43,305.1339739603011,1.35,0.0
8.0,89.77,0.0633,6.0,49.43,306.22,3.42,0.0
8.0,89.77,0.0633,6.0,49.43,306.22,3.42,0.0
5.0,89.77,0.0633,6.0,49.43,306.22,3.42,0.0
5.0,89.77,0.0633,6.0,49.43,306.22,3.42,0.0
9.6,89.77,0.0633,3.0,49.43,306.22,3.22,0.0
9.6,89.77,0.0633,3.0,49.43,306.22,3.22,0.0
8.0,89.77,0.0633,6.0,49.43,306.22,0.0,0.0
8.0,89.77,0.0633,6.0,49.43,306.22,0.0,0.0
4.0,89.77,0.0633,3.0,49.43,306.22,3.22,0.0
4.0,89.77,0.0633,3.0,49.43,306.22,3.22,0.0
4.0,131.58,0.0633,6.0,49.43,306.22,0.0,0.0
4.0,131.58,0.0633,6.0,49.43,306.22,0.0,0.0
7.0,131.58,0.0633,6.0,49.43,306.22,0.0,0.0
7.0,131.58,0.0633,6.0,49.43,306.22,0.0,0.0
4.0,24.64,0.0633,7.0,49.43,306.22,3.32,0.0
4.0,24.64,0.0633,7.0,49.43,306.22,3.32,0.0
4.5,192.52,0.0565,5.0,50.27,306.89,1.31,0.0
4.5,192.52,0.0565,5.0,50.27,306.89,1.31,0.0
9.5,192.52,0.0565,3.0,50.27,306.89,14.67,0.0
9.5,192.52,0.0565,3.0,50.27,306.89,14.67,0.0
9.5,192.52,0.0565,5.0,50.27,306.89,1.31,0.0
9.5,192.52,0.0565,5.0,50.27,306.89,1.31,0.0
4.0,192.52,0.0565,7.0,50.27,306.89,3.79,0.0
4.0,192.52,0.0565,7.0,50.27,306.89,3.79,0.0
9.0,192.52,0.0565,7.0,50.27,306.89,3.79,0.0
9.0,192.52,0.0565,7.0,50.27,306.89,3.79,0.0
4.5,192.52,0.0565,3.0,50.27,306.89,14.67,0.0
4.5,192.52,0.0565,3.0,50.27,306.89,14.67,0.0
4.0,33.83,0.0568,3.0,50.27,306.89,0.0,0.0
4.0,33.83,0.0568,3.0,50.27,306.89,0.0,0.0
7.0,33.83,0.0568,3.0,50.27,306.89,0.0,0.0
7.0,33.83,0.0568,3.0,50.27,306.89,0.0,0.0
8.3,33.83,0.0568,4.0,50.27,306.89,6.41,0.0
8.3,33.83,0.0568,4.0,50.27,306.89,6.41,0.0
9.0,109.09,0.0568,8.0,50.27,306.89,4.18,0.0
9.0,109.09,0.0568,8.0,50.27,306.89,4.18,0.0
4.5,109.09,0.0568,4.0,50.27,306.89,0.0,0.0
4.5,109.09,0.0568,4.0,50.27,306.89,0.0,0.0
4.5,109.09,0.0568,8.0,50.27,306.89,4.18,0.0
4.5,109.09,0.0568,8.0,50.27,306.89,4.18,0.0
8.5,109.09,0.0568,4.0,50.27,306.89,0.0,0.0
8.5,109.09,0.0568,4.0,50.27,306.89,0.0,0.0
3.5,109.09,0.0568,5.0,50.27,306.89,3.79,0.0
3.5,109.09,0.0568,5.0,50.27,306.89,3.79,0.0
8.5,109.09,0.0568,2.0,50.27,306.89,0.0,0.0
8.5,109.09,0.0568,2.0,50.27,306.89,0.0,0.0
4.0,109.09,0.0568,4.0,50.27,306.89,1.7,0.0
4.0,109.09,0.0568,4.0,50.27,306.89,1.7,0.0
8.5,109.09,0.0568,4.0,50.27,306.89,1.7,0.0
8.5,109.09,0.0568,4.0,50.27,306.89,1.7,0.0
4.5,109.09,0.0568,3.0,50.27,306.89,2.48,0.0
4.5,109.09,0.0568,3.0,50.27,306.89,2.48,0.0
9.5,109.09,0.0568,3.0,50.27,306.89,2.48,0.0
9.5,109.09,0.0568,3.0,50.27,306.89,2.48,0.0
4.5,109.09,0.0568,3.0,50.27,306.89,7.21,0.0
4.5,109.09,0.0568,3.0,50.27,306.89,7.21,0.0
9.0,109.09,0.0568,3.0,50.27,306.89,7.21,0.0
9.0,109.09,0.0568,3.0,50.27,306.89,7.21,0.0
4.5,109.09,0.0568,2.0,50.27,306.89,0.0,0.0
4.5,109.09,0.0568,2.0,50.27,306.89,0.0,0.0
2.0,166.3,0.102,5.0,48.72,306.02,5.12,0.0
2.0,166.3,0.102,5.0,48.72,306.02,5.12,0.0
3.0,211.65,0.081,5.0,49.0,306.02,2.26,0.0
3.0,211.65,0.081,5.0,49.0,306.02,2.26,0.0
2.0,155.6,0.0963,5.0,48.69,305.86,1.73,0.0
2.0,155.6,0.0963,5.0,48.69,305.86,1.73,0.0
2.0,142.26,0.0963,5.0,48.69,305.86,1.73,0.0
2.0,142.26,0.0963,5.0,48.69,305.86,1.73,0.0
5.5,82.56,0.0789,3.0,50.03,306.76,10.16,0.0
5.5,82.56,0.0789,3.0,50.03,306.76,10.16,0.0
7.0,98.01,0.0552,3.0,49.95,305.94,3.22,0.0
7.0,98.01,0.0552,3.0,49.95,305.94,3.22,0.0
4.0,92.36,0.0552,2.0,49.95,305.94,2.18,0.0
4.0,92.36,0.0552,2.0,49.95,305.94,2.18,0.0
5.0,138.38,0.0632,2.0,49.95,306.11,1.0,0.0
5.0,138.38,0.0632,2.0,49.95,306.11,1.0,0.0
3.5,85.38,0.0632,3.0,49.95,306.11,7.29,0.0
3.5,85.38,0.0632,3.0,49.95,306.11,7.29,0.0
4.0,46.67,0.0632,2.0,49.95,306.11,2.56,0.0
4.0,46.67,0.0632,2.0,49.95,306.11,2.56,0.0
4.3,112.68,0.0585,1.0,50.03,306.48,6.35,0.0
4.3,112.68,0.0585,1.0,50.03,306.48,6.35,0.0
3.0,960.5,0.0879,2.0,50.06,306.5,1.06,0.0
3.0,960.5,0.0879,2.0,50.06,306.5,1.06,0.0
10.7,2802.64,0.0571,1.0,49.98,305.85,0.0,0.0
10.7,2802.64,0.0571,1.0,49.98,305.85,0.0,0.0
10.0,3313.49,0.0606,2.0,49.99,306.15,1.73,0.0
10.0,3313.49,0.0606,2.0,49.99,306.15,1.73,0.0
2.0,524.7,0.0842,8.0,74.88,304.45,6.32,0.0
2.0,524.7,0.0842,8.0,74.88,304.45,6.32,0.0
10.2,86.06,0.1047,8.0,52.79,304.23,0.0,0.0
10.2,86.06,0.1047,8.0,52.79,304.23,0.0,0.0
10.8,86.06,0.1047,5.0,52.79,304.23,0.43,0.0
10.8,86.06,0.1047,5.0,52.79,304.23,0.43,0.0
9.8,86.06,0.1047,7.0,52.79,304.23,2.15,0.0
9.8,86.06,0.1047,7.0,52.79,304.23,2.15,0.0
8.6,86.06,0.1047,7.0,52.79,304.23,0.74,0.0
8.6,86.06,0.1047,7.0,52.79,304.23,0.74,0.0
6.2,64.02,0.1048,9.0,52.79,304.23,3.18,0.0
6.2,64.02,0.1048,9.0,52.79,304.23,3.18,0.0
10.0,64.02,0.1048,7.0,52.79,304.23,0.65,0.0
10.0,64.02,0.1048,7.0,52.79,304.23,0.65,0.0
9.6,64.02,0.1048,5.0,52.79,304.23,5.28,0.0
9.6,64.02,0.1048,5.0,52.79,304.23,5.28,0.0
10.9,64.02,0.1048,8.0,52.79,304.23,0.0,0.0
10.9,64.02,0.1048,8.0,52.79,304.23,0.0,0.0
10.5,64.02,0.1048,7.0,52.79,304.23,0.0,0.0
10.5,64.02,0.1048,7.0,52.79,304.23,0.0,0.0
11.9,64.02,0.1048,6.0,52.79,304.23,0.74,0.0
11.9,64.02,0.1048,6.0,52.79,304.23,0.74,0.0
11.2,64.02,0.1048,7.0,52.79,304.23,0.0,0.0
11.2,64.02,0.1048,7.0,52.79,304.23,0.0,0.0
11.0,64.02,0.1048,8.0,52.79,304.23,0.3,0.0
11.0,64.02,0.1048,8.0,52.79,304.23,0.3,0.0
10.3,70.81,0.1082,5.0,52.79,304.23,4.35,0.0
10.3,70.81,0.1082,5.0,52.79,304.23,4.35,0.0
9.2,70.81,0.1082,9.0,52.79,304.23,3.18,0.0
9.2,70.81,0.1082,9.0,52.79,304.23,3.18,0.0
9.2,70.81,0.1082,8.0,52.79,304.23,0.0,0.0
9.2,70.81,0.1082,8.0,52.79,304.23,0.0,0.0
9.0,70.81,0.1082,6.0,52.79,304.23,0.74,0.0
9.0,70.81,0.1082,6.0,52.79,304.23,0.74,0.0
9.5,70.81,0.1082,7.0,52.79,304.23,0.0,0.0
9.5,70.81,0.1082,7.0,52.79,304.23,0.0,0.0
10.0,70.81,0.1082,7.0,52.79,304.23,0.65,0.0
10.0,70.81,0.1082,7.0,52.79,304.23,0.65,0.0
10.3,70.81,0.1082,7.0,52.79,304.23,5.56,0.0
10.3,70.81,0.1082,7.0,52.79,304.23,5.56,0.0
10.2,70.81,0.1082,8.0,52.79,304.23,0.3,0.0
10.2,70.81,0.1082,8.0,52.79,304.23,0.3,0.0
10.5,70.81,0.1082,6.0,52.79,304.23,0.91,0.0
10.5,70.81,0.1082,6.0,52.79,304.23,0.91,0.0
11.1,69.39,0.1082,8.0,52.79,304.19,0.0,0.0
11.1,69.39,0.1082,8.0,52.79,304.19,0.0,0.0
10.0,69.39,0.1082,5.0,52.79,304.19,0.0,0.0
10.0,69.39,0.1082,5.0,52.79,304.19,0.0,0.0
11.0,69.39,0.1082,5.0,52.79,304.19,8.45,0.0
11.0,69.39,0.1082,5.0,52.79,304.19,8.45,0.0
10.1,69.39,0.1082,7.0,52.79,304.19,2.23,0.0
10.1,69.39,0.1082,7.0,52.79,304.19,2.23,0.0
7.0,407.48,0.1011,10.0,39.78,303.72,0.0,0.0
