Depth_m,Distance_to_Shore,Turbidity,Windspeed,Cyclone_Frequency,Temperature_Maximum,SSTA_DHW,Percent_Bleaching
17.5,222.98,0.0362,6.0,53.57,304.07,2.83,0.0
17.5,222.98,0.0362,6.0,53.57,304.07,2.83,0.0
11.6,848.55,0.0362,4.0,53.57,304.07,1.07,0.0
11.6,848.55,0.0362,4.0,53.57,304.07,1.07,0.0
5.8,476.63,0.0362,4.0,53.57,304.07,1.07,0.0
5.8,476.63,0.0362,4.0,53.57,304.07,1.07,0.0
6.3,604.62,0.0362,4.0,53.57,304.07,1.07,0.0
6.3,604.62,0.0362,4.0,53.57,304.07,1.07,0.0
6.0,281.34,0.0362,4.0,53.57,304.07,1.07,0.0
6.0,281.34,0.0362,4.0,53.57,304.07,1.07,0.0
1.5,299.02,0.0362,4.0,53.57,304.07,1.07,0.0
1.5,299.02,0.0362,4.0,53.57,304.07,1.07,0.0
2.7,404.45,0.0362,4.0,53.57,304.07,1.07,0.0
2.7,404.45,0.0362,4.0,53.57,304.07,1.07,0.0
2.7,321.4,0.0362,4.0,53.57,304.07,1.07,0.0
2.7,321.4,0.0362,4.0,53.57,304.07,1.07,0.0
6.2,594.85,0.0362,6.0,53.57,304.07,1.07,0.0
6.2,594.85,0.0362,6.0,53.57,304.07,1.07,0.0
2.7,512.73,0.0362,6.0,53.57,304.07,1.07,0.0
2.7,512.73,0.0362,6.0,53.57,304.07,1.07,0.0
5.4,413.36,0.0362,6.0,53.57,304.07,1.07,0.0
5.4,413.36,0.0362,6.0,53.57,304.07,1.07,0.0
2.4,407.93,0.0362,6.0,53.57,304.07,1.07,0.0
2.4,407.93,0.0362,6.0,53.57,304.07,1.07,0.0
1.1,431.67,0.0362,7.0,53.57,304.07,1.07,0.0
1.1,431.67,0.0362,7.0,53.57,304.07,1.07,0.0
17.3,224.56,0.0576,8.0,52.19,304.27,10.65,0.0
17.3,224.56,0.0576,8.0,52.19,304.27,10.65,0.0
21.7,161.22,0.0304,8.0,57.45,305.07,5.88,0.0
21.7,161.22,0.0304,8.0,57.45,305.07,5.88,0.0
7.0,5486.79,0.0499,8.0,58.0,304.07,0.0,0.0
7.0,5486.79,0.0499,8.0,58.0,304.07,0.0,0.0
3.5,6073.02,0.0499,4.0,58.0,304.07,0.0,0.0
3.5,6073.02,0.0499,4.0,58.0,304.07,0.0,0.0
4.0,54.87,0.0385,7.0,65.96,304.47,0.0,0.0
4.0,54.87,0.0385,7.0,65.96,304.47,0.0,0.0
4.0,54.87,0.0385,4.0,65.96,304.47,0.38,0.0
4.0,54.87,0.0385,4.0,65.96,304.47,0.38,0.0
4.0,54.87,0.0385,6.0,65.96,304.47,0.96,0.0
4.0,54.87,0.0385,6.0,65.96,304.47,0.96,0.0
4.0,54.87,0.0385,3.0,65.96,304.47,1.7,0.0
4.0,54.87,0.0385,3.0,65.96,304.47,1.7,0.0
4.0,54.87,0.0385,7.0,65.96,304.47,2.64,0.0
4.0,54.87,0.0385,7.0,65.96,304.47,2.64,0.0
4.0,54.87,0.0385,5.0,65.96,304.47,2.76,0.0
4.0,54.87,0.0385,5.0,65.96,304.47,2.76,0.0
4.0,54.87,0.0385,4.0,65.96,304.47,0.0,0.0
4.0,54.87,0.0385,4.0,65.96,304.47,0.0,0.0
4.0,54.87,0.0385,5.0,65.96,304.47,2.22,0.0
4.0,54.87,0.0385,5.0,65.96,304.47,2.22,0.0
4.0,53.0,0.0396,6.0,65.96,304.17,0.0,0.0
4.0,53.0,0.0396,6.0,65.96,304.17,0.0,0.0
3.0,53.0,0.0396,6.0,65.96,304.17,0.0,0.0
3.0,53.0,0.0396,6.0,65.96,304.17,0.0,0.0
3.0,729.98,0.0382,3.0,65.96,304.17,0.0,0.0
3.0,729.98,0.0382,3.0,65.96,304.17,0.0,0.0
3.0,239.3,0.0377,6.0,65.96,303.63,0.0,0.0
3.0,239.3,0.0377,6.0,65.96,303.63,0.0,0.0
19.0,2326.35,0.0399,6.0,65.96,304.17,0.0,0.0
19.0,2326.35,0.0399,6.0,65.96,304.17,0.0,0.0
13.0,1766.76,0.0377,7.0,65.96,303.63,1.61,0.0
13.0,1766.76,0.0377,7.0,65.96,303.63,1.61,0.0
2.5,3037.29,0.0399,4.0,65.96,304.17,0.0,0.0
2.5,3037.29,0.0399,4.0,65.96,304.17,0.0,0.0
8.0,1686.85,0.0377,6.0,65.96,303.63,0.0,0.0
8.0,1686.85,0.0377,6.0,65.96,303.63,0.0,0.0
6.0,1880.35,0.0377,9.0,65.96,303.63,0.0,0.0
6.0,1880.35,0.0377,9.0,65.96,303.63,0.0,0.0
10.0,1880.35,0.0377,9.0,65.96,303.63,0.0,0.0
10.0,1880.35,0.0377,9.0,65.96,303.63,0.0,0.0
8.0,561.07,0.0714,4.0,56.88,304.85,0.0,0.0
8.0,561.07,0.0714,4.0,56.88,304.85,0.0,0.0
12.8,2540.89,0.0473,6.0,51.64,304.29,0.0,0.0
12.8,2540.89,0.0473,6.0,51.64,304.29,0.0,0.0
16.7,2511.2,0.0473,6.0,51.64,305.25,0.0,0.0
16.7,2511.2,0.0473,6.0,51.64,305.25,0.0,0.0
4.0,46.5,0.1891,6.0,46.28,308.17,4.7,0.0
4.0,46.5,0.1891,6.0,46.28,308.17,4.7,0.0
4.5,46.5,0.1891,4.0,46.28,308.17,18.43,0.0
4.5,46.5,0.1891,4.0,46.28,308.17,18.43,0.0
3.5,46.5,0.1891,5.0,46.28,308.17,14.98,0.0
3.5,46.5,0.1891,5.0,46.28,308.17,14.98,0.0
5.0,624.39,0.1873,3.0,46.29,308.61,2.19,0.0
5.0,624.39,0.1873,3.0,46.29,308.61,2.19,0.0
5.0,624.39,0.1873,3.0,46.29,308.61,1.38,0.0
5.0,624.39,0.1873,3.0,46.29,308.61,1.38,0.0
5.0,624.39,0.1873,5.0,46.29,308.61,6.7,0.0
5.0,624.39,0.1873,5.0,46.29,308.61,6.7,0.0
5.5,624.39,0.1873,3.0,46.29,308.61,0.0,0.0
5.5,624.39,0.1873,3.0,46.29,308.61,0.0,0.0
4.0,624.39,0.1873,3.0,46.29,308.61,13.67,0.0
4.0,624.39,0.1873,3.0,46.29,308.61,13.67,0.0
3.0,1194.61,0.0218,6.0,60.89,304.6,0.0,0.0
3.0,1194.61,0.0218,6.0,60.89,304.6,0.0,0.0
12.0,1194.61,0.0218,6.0,60.89,304.6,0.0,0.0
12.0,1194.61,0.0218,6.0,60.89,304.6,0.0,0.0
4.0,51.7,0.0228,6.0,43.02,302.32,0.0,0.0
4.0,51.7,0.0228,6.0,43.02,302.32,0.0,0.0
10.5,51.7,0.0228,7.0,43.02,302.32,0.0,0.0
10.5,51.7,0.0228,7.0,43.02,302.32,0.0,0.0
6.7,51.7,0.0228,7.0,43.02,302.32,0.0,0.0
5.0,79.13,0.0257,8.0,41.11,302.38,0.0,0.0
5.0,79.13,0.0257,8.0,41.11,302.38,0.0,0.0
10.0,79.13,0.0257,8.0,41.11,302.38,0.0,0.0
10.0,79.13,0.0257,8.0,41.11,302.38,0.0,0.0
2.5,120.21,0.0257,7.0,41.11,302.36,0.87,0.0
2.5,120.21,0.0257,7.0,41.11,302.36,0.87,0.0
5.0,120.21,0.0257,7.0,41.11,302.36,0.87,0.0
5.0,120.21,0.0257,7.0,41.11,302.36,0.87,0.0
8.0,538.12,0.0265,6.0,43.32,303.14,1.15,0.0
8.0,538.12,0.0265,6.0,43.32,303.14,1.15,0.0
2.0,120.59,0.0501,9.0,39.62,301.71,0.0,0.0
2.0,120.59,0.0501,9.0,39.62,301.71,0.0,0.0
3.0,120.59,0.0501,4.0,39.62,301.71,0.0,0.0
3.0,120.59,0.0501,4.0,39.62,301.71,0.0,0.0
1.0,120.59,0.0501,5.0,39.62,301.71,0.0,0.0
1.0,120.59,0.0501,5.0,39.62,301.71,0.0,0.0
3.0,122.7,0.0292,4.0,25.23,302.18,0.0,0.0
3.0,122.7,0.0292,4.0,25.23,302.18,0.0,0.0
5.5,122.7,0.0292,4.0,25.23,302.18,0.17,0.0
5.5,122.7,0.0292,4.0,25.23,302.18,0.17,0.0
1.2,53.99,0.0329,5.0,31.99,302.09,1.12,0.0
1.2,53.99,0.0329,5.0,31.99,302.09,1.12,0.0
1.2,53.99,0.0329,5.0,31.99,302.09,0.0,0.0
1.2,53.99,0.0329,5.0,31.99,302.09,0.0,0.0
5.0,59.18,0.0252,5.0,46.65,302.14,3.4,0.0
5.0,59.18,0.0252,5.0,46.65,302.14,3.4,0.0
2.0,309.68,0.0319,4.0,45.21,302.05,3.15,0.0
2.0,309.68,0.0319,4.0,45.21,302.05,3.15,0.0
2.0,547.59,0.029,3.0,37.41,301.74,0.0,0.0
2.0,547.59,0.029,3.0,37.41,301.74,0.0,0.0
1.0,148.84,0.0434,8.0,38.93,301.94,0.0,0.0
1.0,148.84,0.0434,8.0,38.93,301.94,0.0,0.0
6.0,10205.41,0.0527,4.0,60.51,305.52,1.28,0.0
6.0,10205.41,0.0527,4.0,60.51,305.52,1.28,0.0
10.0,10205.41,0.0527,2.0,60.51,305.52,0.0,0.0
10.0,10205.41,0.0527,2.0,60.51,305.52,0.0,0.0
10.0,10205.41,0.0527,3.0,60.51,305.52,9.6,0.0
10.0,10205.41,0.0527,3.0,60.51,305.52,9.6,0.0
5.0,7448.45,0.1244,4.0,57.05,305.11,2.11,0.0
5.0,7448.45,0.1244,4.0,57.05,305.11,2.11,0.0
1.5,507.03,0.0216,6.0,61.98,304.59,1.02,0.0
1.5,507.03,0.0216,6.0,61.98,304.59,1.02,0.0
1.5,507.03,0.0216,7.0,61.98,304.59,0.74,0.0
1.5,507.03,0.0216,7.0,61.98,304.59,0.74,0.0
12.0,338.72,0.0219,5.0,62.95,304.92,0.0,0.0
12.0,338.72,0.0219,5.0,62.95,304.92,0.0,0.0
3.0,49.16,0.0586,9.0,85.57,303.67,0.0,0.0
3.0,49.16,0.0586,9.0,85.57,303.67,0.0,0.0
7.0,32.49,0.0501,4.0,46.39,303.77,0.0,0.0
7.0,32.49,0.0501,4.0,46.39,303.77,0.0,0.0
8.3,119.9,0.0235,5.0,42.36,302.45,0.0,0.0
8.3,119.9,0.0235,5.0,42.36,302.45,0.0,0.0
11.5,28.11,0.0269,4.0,41.01,302.66,0.0,0.0
11.5,28.11,0.0269,4.0,41.01,302.66,0.0,0.0
10.0,242.02,0.0255,6.0,41.4,302.4,1.23,0.0
10.0,242.02,0.0255,6.0,41.4,302.4,1.23,0.0
2.2,242.02,0.0255,6.0,41.4,302.4,1.23,0.0
2.2,242.02,0.0255,6.0,41.4,302.4,1.23,0.0
6.7,111762.34,0.0249,10.0,53.91,302.51,0.0,0.0
6.7,111762.34,0.0249,10.0,53.91,302.51,0.0,0.0
1.5,513.24,0.0501,7.0,39.62,301.91,1.11,0.0
1.5,513.24,0.0501,7.0,39.62,301.91,1.11,0.0
1.7,100.17,0.0501,3.0,39.62,301.71,0.0,0.0
1.7,100.17,0.0501,3.0,39.62,301.71,0.0,0.0
8.0,707.28,0.0287,4.0,39.62,301.71,3.57,0.0
8.0,707.28,0.0287,4.0,39.62,301.71,3.57,0.0
1.0,43.97,0.084,3.0,41.66,301.83,7.96,0.0
1.0,43.97,0.084,3.0,41.66,301.83,7.96,0.0
1.5,1235.54,0.0876,5.0,41.66,301.88,3.7,0.0
1.5,1235.54,0.0876,5.0,41.66,301.88,3.7,0.0
3.0,160.19,0.0298,6.0,45.14,301.81,0.0,0.0
3.0,160.19,0.0298,6.0,45.14,301.81,0.0,0.0
7.0,182.07,0.0285,5.0,45.14,301.93,1.52,0.0
7.0,182.07,0.0285,5.0,45.14,301.93,1.52,0.0
3.0,104.79,0.0322,7.0,45.21,302.05,7.63,0.0
3.0,104.79,0.0322,7.0,45.21,302.05,7.63,0.0
3.0,730.81,0.0262,8.0,69.99,302.01,2.03,0.0
3.0,730.81,0.0262,8.0,69.99,302.01,2.03,0.0
2.0,7.75,0.0465,5.0,38.93,301.77,1.36,0.0
2.0,7.75,0.0465,5.0,38.93,301.77,1.36,0.0
1.5,125.5,0.042,5.0,38.93,301.54,2.52,0.0
1.5,125.5,0.042,5.0,38.93,301.54,2.52,0.0
1.5,34.61,0.0494,7.0,38.93,301.82,0.0,0.0
1.5,34.61,0.0494,7.0,38.93,301.82,0.0,0.0
3.0,8530.79,0.0727,4.0,53.15,305.57,11.7,0.0
3.0,8530.79,0.0727,4.0,53.15,305.57,11.7,0.0
9.2,9279.0,0.0527,6.0,60.51,305.52,6.53,0.0
9.2,9279.0,0.0527,6.0,60.51,305.52,6.53,0.0
11.7,10087.49,0.0527,4.0,60.51,305.52,8.69,0.0
11.7,10087.49,0.0527,4.0,60.51,305.52,8.69,0.0
6.7,7329.2,0.1244,6.0,57.05,305.11,7.41,0.0
6.7,7329.2,0.1244,6.0,57.05,305.11,7.41,0.0
6.0,9695.42,0.0577,4.0,57.05,305.64,7.34,0.0
6.0,9695.42,0.0577,4.0,57.05,305.64,7.34,0.0
11.0,9695.42,0.0577,3.0,57.05,305.64,7.52,0.0
11.0,9695.42,0.0577,3.0,57.05,305.64,7.52,0.0
3.0,9695.42,0.0577,4.0,57.05,305.64,3.33,0.0
3.0,9695.42,0.0577,4.0,57.05,305.64,3.33,0.0
6.7,9695.42,0.0577,5.0,57.05,305.64,0.0,0.0
6.7,9695.42,0.0577,5.0,57.05,305.64,0.0,0.0
10.0,9844.76,0.0577,6.0,57.05,305.64,0.0,0.0
10.0,9844.76,0.0577,6.0,57.05,305.64,0.0,0.0
6.0,883.86,0.0431,3.0,63.75,304.8,3.4,0.0
6.0,883.86,0.0431,3.0,63.75,304.8,3.4,0.0
5.5,883.86,0.0431,6.0,63.75,304.8,5.99,0.0
5.5,883.86,0.0431,6.0,63.75,304.8,5.99,0.0
9.3,1135.84,0.0431,2.0,63.75,304.8,3.4,0.0
9.3,1135.84,0.0431,2.0,63.75,304.8,3.4,0.0
3.0,248.84,0.043,3.0,54.65,304.72,2.09,0.0
3.0,248.84,0.043,3.0,54.65,304.72,2.09,0.0
5.4,717.64,0.0416,3.0,54.65,304.84,6.15,0.0
5.4,717.64,0.0416,3.0,54.65,304.84,6.15,0.0
4.5,683.49,0.0416,3.0,54.65,304.84,3.31,0.0
4.5,683.49,0.0416,3.0,54.65,304.84,3.31,0.0
5.0,674.15,0.0416,4.0,54.65,304.84,7.16,0.0
5.0,674.15,0.0416,4.0,54.65,304.84,7.16,0.0
5.0,634.88,0.0424,3.0,54.65,304.84,3.53,0.0
5.0,634.88,0.0424,3.0,54.65,304.84,3.53,0.0
4.0,634.88,0.0424,3.0,54.65,304.84,3.53,0.0
4.0,634.88,0.0424,3.0,54.65,304.84,3.53,0.0
14.6,44.65,0.0423,6.0,52.57,305.0,2.86,0.0
14.6,44.65,0.0423,6.0,52.57,305.0,2.86,0.0
13.7,860.85,0.0447,6.0,52.57,305.17,0.0,0.0
13.7,860.85,0.0447,6.0,52.57,305.17,0.0,0.0
13.4,2845.24,0.0447,3.0,52.57,305.17,3.02,0.0
13.4,2845.24,0.0447,3.0,52.57,305.17,3.02,0.0
14.0,854.42,0.0447,4.0,52.57,305.17,4.86,0.0
14.0,854.42,0.0447,4.0,52.57,305.17,4.86,0.0
14.0,1422.56,0.0439,4.0,52.57,305.07,4.51,0.0
14.0,1422.56,0.0439,4.0,52.57,305.07,4.51,0.0
15.0,1627.66,0.0429,4.0,88.08,304.64,2.1,0.0
15.0,1627.66,0.0429,4.0,88.08,304.64,2.1,0.0
7.7,1907.11,0.1193,2.0,57.69,304.18,1.61,0.0
7.7,1907.11,0.1193,2.0,57.69,304.18,1.61,0.0
5.0,48.47,0.0349,10.0,57.66,303.91,0.0,0.0
5.0,48.47,0.0349,10.0,57.66,303.91,0.0,0.0
1.0,653.32,0.0314,5.0,56.03,302.7,7.62,0.0
1.0,653.32,0.0314,5.0,56.03,302.7,7.62,0.0
2.0,161.09,0.0313,12.0,56.03,302.7,7.62,0.0
2.0,161.09,0.0313,12.0,56.03,302.7,7.62,0.0
7.5,421.64,0.0313,12.0,56.03,302.88,9.73,0.0
7.5,421.64,0.0313,12.0,56.03,302.88,9.73,0.0
1.0,172.25,0.0324,12.0,56.03,302.88,9.73,0.0
1.0,172.25,0.0324,12.0,56.03,302.88,9.73,0.0
11.0,245.84,0.0313,12.0,56.03,302.99,10.69,0.0
11.0,245.84,0.0313,12.0,56.03,302.99,10.69,0.0
1.0,62032.23,0.0319,8.0,60.72,305.07,6.13,0.0
1.0,62032.23,0.0319,8.0,60.72,305.07,6.13,0.0
1.0,177.47,0.0274,8.0,37.14,303.27,7.12,0.0
1.0,177.47,0.0274,8.0,37.14,303.27,7.12,0.0
19.0,106.43,0.0334,5.0,65.82,303.79,0.0,0.0
19.0,106.43,0.0334,5.0,65.82,303.79,0.0,0.0
10.0,112.18,0.0305,8.0,57.92,303.47,0.0,0.0
10.0,112.18,0.0305,8.0,57.92,303.47,0.0,0.0
10.0,112.18,0.0305,10.0,57.92,303.47,0.0,0.0
10.0,112.18,0.0305,10.0,57.92,303.47,0.0,0.0
10.0,112.18,0.0305,10.0,57.92,303.47,0.0,0.0
10.0,112.18,0.0305,10.0,57.92,303.47,0.0,0.0
5.0,112.18,0.0305,10.0,57.92,303.47,0.0,0.0
5.0,112.18,0.0305,10.0,57.92,303.47,0.0,0.0
15.0,363.06,0.0349,5.0,57.66,303.91,0.0,0.0
15.0,363.06,0.0349,5.0,57.66,303.91,0.0,0.0
8.0,1914.89,0.0353,5.0,56.19,304.48,1.51,0.0
8.0,1914.89,0.0353,5.0,56.19,304.48,1.51,0.0
2.0,803.31,0.0343,10.0,56.06,304.48,4.07,0.0
2.0,803.31,0.0343,10.0,56.06,304.48,4.07,0.0
10.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
10.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
10.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
10.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
10.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
10.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
5.0,8264.89,0.0338,7.0,55.73,304.51,0.0,0.0
9.0,164.28,0.0311,7.0,52.18,305.39,1.06,0.0
9.0,164.28,0.0311,7.0,52.18,305.39,1.06,0.0
3.0,180.77,0.0608,7.0,49.09,305.61,1.03,0.0
3.0,180.77,0.0608,7.0,49.09,305.61,1.03,0.0
7.9,180.77,0.0608,7.0,49.09,305.61,1.03,0.0
7.9,180.77,0.0608,7.0,49.09,305.61,1.03,0.0
3.7,98.02,0.1082,2.0,49.81,305.85,1.33,0.0
3.7,98.02,0.1082,2.0,49.81,305.85,1.33,0.0
7.7,98.02,0.1082,2.0,49.81,305.85,1.33,0.0
7.7,98.02,0.1082,2.0,49.81,305.85,1.33,0.0
4.2,47.58,0.102,4.0,49.81,305.85,3.41,0.0
4.2,47.58,0.102,4.0,49.81,305.85,3.41,0.0
2.2,47.58,0.102,4.0,49.81,305.85,3.41,0.0
2.2,47.58,0.102,4.0,49.81,305.85,3.41,0.0
4.7,74.88,0.1022,2.0,49.85,305.84,1.31,0.0
4.7,74.88,0.1022,2.0,49.85,305.84,1.31,0.0
3.0,47.68,0.1429,2.0,49.85,305.67,3.45,0.0
3.0,47.68,0.1429,2.0,49.85,305.67,3.45,0.0
6.7,47.68,0.1429,2.0,49.85,305.67,3.45,0.0
6.7,47.68,0.1429,2.0,49.85,305.67,3.45,0.0
5.5,80.72,0.1195,2.0,49.91,306.07,1.65,0.0
5.5,80.72,0.1195,2.0,49.91,306.07,1.65,0.0
2.2,80.72,0.1195,2.0,49.91,306.07,1.65,0.0
2.2,80.72,0.1195,2.0,49.91,306.07,1.65,0.0
6.9,6.3,0.0366,3.0,50.57,304.73,1.11,0.0
6.9,6.3,0.0366,3.0,50.57,304.73,1.11,0.0
2.0,6.3,0.0366,3.0,50.57,304.73,1.11,0.0
2.0,6.3,0.0366,3.0,50.57,304.73,1.11,0.0
6.9,6.3,0.0366,1.0,50.57,304.73,1.73,0.0
6.9,6.3,0.0366,1.0,50.57,304.73,1.73,0.0
2.0,6.3,0.0366,1.0,50.57,304.73,1.73,0.0
2.0,6.3,0.0366,1.0,50.57,304.73,1.73,0.0
2.2,6.3,0.0366,5.0,50.57,304.73,0.0,0.0
2.2,6.3,0.0366,5.0,50.57,304.73,0.0,0.0
7.4,6.3,0.0366,5.0,50.57,304.73,0.0,0.0
7.4,6.3,0.0366,5.0,50.57,304.73,0.0,0.0
3.7,111.55,0.0992,5.0,49.59,304.38,1.08,0.0
3.7,111.55,0.0992,5.0,49.59,304.38,1.08,0.0
10.5,111.55,0.0992,2.0,49.59,304.38,0.0,0.0
10.5,111.55,0.0992,2.0,49.59,304.38,0.0,0.0
3.7,111.55,0.0992,2.0,49.59,304.38,0.0,0.0
3.7,111.55,0.0992,2.0,49.59,304.38,0.0,0.0
10.5,111.55,0.0992,1.0,49.59,304.38,2.94,0.0
10.5,111.55,0.0992,1.0,49.59,304.38,2.94,0.0
3.8,111.55,0.0992,1.0,49.59,304.38,2.94,0.0
3.8,111.55,0.0992,1.0,49.59,304.38,2.94,0.0
10.5,111.55,0.0992,5.0,49.59,304.38,1.08,0.0
10.5,111.55,0.0992,5.0,49.59,304.38,1.08,0.0
6.0,84.97,0.0992,5.0,49.59,304.73,2.55,0.0
6.0,84.97,0.0992,5.0,49.59,304.73,2.55,0.0
3.0,84.97,0.0992,5.0,49.59,304.73,2.55,0.0
3.0,84.97,0.0992,5.0,49.59,304.73,2.55,0.0
6.0,84.97,0.0992,3.0,49.59,304.73,1.01,0.0
6.0,84.97,0.0992,3.0,49.59,304.73,1.01,0.0
2.5,84.97,0.0992,3.0,49.59,304.73,1.01,0.0
2.5,84.97,0.0992,3.0,49.59,304.73,1.01,0.0
6.0,84.97,0.0992,1.0,49.59,304.73,2.99,0.0
6.0,84.97,0.0992,1.0,49.59,304.73,2.99,0.0
2.5,84.97,0.0992,1.0,49.59,304.73,2.99,0.0
2.5,84.97,0.0992,1.0,49.59,304.73,2.99,0.0
3.8,114.85,0.0706,4.0,49.63,304.45,1.62,0.0
3.8,114.85,0.0706,4.0,49.63,304.45,1.62,0.0
10.0,114.85,0.0706,4.0,49.63,304.45,1.62,0.0
10.0,114.85,0.0706,4.0,49.63,304.45,1.62,0.0
3.7,114.85,0.0706,2.0,49.63,304.45,0.0,0.0
3.7,114.85,0.0706,2.0,49.63,304.45,0.0,0.0
10.0,114.85,0.0706,2.0,49.63,304.45,0.0,0.0
10.0,114.85,0.0706,2.0,49.63,304.45,0.0,0.0
3.7,114.85,0.0706,3.0,49.63,304.45,1.55,0.0
3.7,114.85,0.0706,3.0,49.63,304.45,1.55,0.0
10.5,114.85,0.0706,3.0,49.63,304.45,1.55,0.0
10.5,114.85,0.0706,3.0,49.63,304.45,1.55,0.0
3.5,1064.65,0.0687,2.0,49.63,304.7,0.0,0.0
3.5,1064.65,0.0687,2.0,49.63,304.7,0.0,0.0
8.9,1064.65,0.0687,3.0,49.63,304.7,1.72,0.0
8.9,1064.65,0.0687,3.0,49.63,304.7,1.72,0.0
3.5,1064.65,0.0687,3.0,49.63,304.7,1.72,0.0
3.5,1064.65,0.0687,3.0,49.63,304.7,1.72,0.0
8.9,1064.65,0.0687,5.0,49.63,304.7,2.03,0.0
8.9,1064.65,0.0687,5.0,49.63,304.7,2.03,0.0
3.5,1064.65,0.0687,5.0,49.63,304.7,2.03,0.0
3.5,1064.65,0.0687,5.0,49.63,304.7,2.03,0.0
8.9,1064.65,0.0687,2.0,49.63,304.7,0.0,0.0
8.9,1064.65,0.0687,2.0,49.63,304.7,0.0,0.0
5.2,101.6,0.3066,6.0,48.87,305.44,0.0,0.0
5.2,101.6,0.3066,6.0,48.87,305.44,0.0,0.0
3.2,189.66,0.0596,7.0,49.09,305.47,1.06,0.0
3.2,189.66,0.0596,7.0,49.09,305.47,1.06,0.0
7.8,189.66,0.0596,7.0,49.09,305.47,1.06,0.0
7.8,189.66,0.0596,7.0,49.09,305.47,1.06,0.0
3.0,121.76,0.0603,7.0,49.09,305.44,1.13,0.0
3.0,121.76,0.0603,7.0,49.09,305.44,1.13,0.0
10.1,121.76,0.0603,7.0,49.09,305.44,1.13,0.0
10.1,121.76,0.0603,7.0,49.09,305.44,1.13,0.0
2.8,2094.46,0.0615,7.0,49.29,306.2,2.25,0.0
2.8,2094.46,0.0615,7.0,49.29,306.2,2.25,0.0
7.0,2094.46,0.0615,7.0,49.29,306.2,2.25,0.0
7.0,2094.46,0.0615,7.0,49.29,306.2,2.25,0.0
2.5,1459.45,0.0475,8.0,49.29,305.57,1.11,0.0
2.5,1459.45,0.0475,8.0,49.29,305.57,1.11,0.0
5.5,1459.45,0.0475,8.0,49.29,305.57,1.11,0.0
5.5,1459.45,0.0475,8.0,49.29,305.57,1.11,0.0
3.6,289.06,0.0652,7.0,49.29,306.2,2.25,0.0
3.6,289.06,0.0652,7.0,49.29,306.2,2.25,0.0
7.9,289.06,0.0652,7.0,49.29,306.2,2.25,0.0
7.9,289.06,0.0652,7.0,49.29,306.2,2.25,0.0
4.0,133.01,0.0732,8.0,49.29,306.02,0.63,0.0
4.0,133.01,0.0732,8.0,49.29,306.02,0.63,0.0
9.3,133.01,0.0732,8.0,49.29,306.02,0.63,0.0
9.3,133.01,0.0732,8.0,49.29,306.02,0.63,0.0
2.5,118.65,0.102,2.0,49.81,305.85,1.33,0.0
2.5,118.65,0.102,2.0,49.81,305.85,1.33,0.0
6.7,118.65,0.102,2.0,49.81,305.85,1.33,0.0
6.7,118.65,0.102,2.0,49.81,305.85,1.33,0.0
2.5,54.83,0.1082,2.0,49.81,305.67,2.19,0.0
2.5,54.83,0.1082,2.0,49.81,305.67,2.19,0.0
5.7,54.83,0.1082,2.0,49.81,305.67,2.19,0.0
5.7,54.83,0.1082,2.0,49.81,305.67,2.19,0.0
2.7,119.14,0.1429,4.0,49.85,305.67,5.1,0.0
2.7,119.14,0.1429,4.0,49.85,305.67,5.1,0.0
6.0,119.14,0.1429,4.0,49.85,305.67,5.1,0.0
6.0,119.14,0.1429,4.0,49.85,305.67,5.1,0.0
4.7,24.34,0.1022,2.0,49.85,305.84,1.31,0.0
4.7,24.34,0.1022,2.0,49.85,305.84,1.31,0.0
5.2,186.04,0.1429,4.0,49.85,305.67,5.1,0.0
5.2,186.04,0.1429,4.0,49.85,305.67,5.1,0.0
3.0,186.04,0.1429,4.0,49.85,305.67,5.1,0.0
3.0,186.04,0.1429,4.0,49.85,305.67,5.1,0.0
3.5,73.63,0.1022,4.0,49.85,305.67,5.1,0.0
3.5,73.63,0.1022,4.0,49.85,305.67,5.1,0.0
7.0,73.63,0.1022,4.0,49.85,305.67,5.1,0.0
7.0,73.63,0.1022,4.0,49.85,305.67,5.1,0.0
2.8,54.41,0.1429,2.0,49.85,306.07,3.95,0.0
2.8,54.41,0.1429,2.0,49.85,306.07,3.95,0.0
